fnumber,label,accuracy,left x,top y,width,height
90,ANZ,100,1025,24,110,44
90,ROLEX,100,1057,84,24,18
90,FLY_EMIRATES,100,1166,32,75,42
90,KIA,100,1198,186,21,27
90,KIA,100,1228,208,20,28
90,KIA,97,1260,232,19,26
91,KIA,100,20,224,20,28
91,KIA,100,76,180,21,28
91,JACOBS_CREEK,100,184,21,93,47
91,IBM,100,217,106,43,21
91,FLY_EMIRATES,100,300,24,91,38
91,KIA,100,353,270,49,24
91,KIA,100,419,22,91,44
91,MELBOURNE,100,473,626,318,34
91,KIA,100,534,22,89,46
91,KIA,100,649,21,87,46
91,KIA,100,762,20,90,47
91,KIA,100,868,272,52,24
91,ANZ,100,893,22,106,41
91,ANZ,100,1025,24,110,44
91,ROLEX,100,1057,84,24,18
91,FLY_EMIRATES,100,1165,33,75,42
91,KIA,100,1197,186,23,28
91,KIA,100,1228,207,21,28
91,KIA,97,1260,232,19,27
92,KIA,100,20,224,20,28
92,KIA,100,77,180,21,28
92,JACOBS_CREEK,100,184,21,93,47
92,IBM,100,217,106,43,21
92,FLY_EMIRATES,100,301,24,91,39
92,KIA,100,353,270,49,24
92,KIA,100,419,22,91,44
92,MELBOURNE,100,474,626,317,33
92,KIA,100,534,22,89,46
92,KIA,100,650,21,87,45
92,KIA,100,762,20,90,47
92,KIA,100,868,272,52,24
92,ANZ,100,893,22,107,41
92,ANZ,100,1025,24,110,44
92,ROLEX,100,1057,84,24,18
92,FLY_EMIRATES,100,1166,33,75,42
92,KIA,100,1197,186,23,28
92,KIA,100,1228,207,21,28
92,KIA,97,1260,232,19,27
93,KIA,100,20,224,20,28
93,KIA,100,76,180,20,28
93,JACOBS_CREEK,100,184,21,93,47
93,IBM,100,217,107,42,20
93,FLY_EMIRATES,100,301,24,90,39
93,KIA,100,353,270,49,24
93,KIA,100,419,22,91,44
93,MELBOURNE,100,474,626,318,33
93,KIA,100,534,22,88,46
93,KIA,100,649,21,87,45
93,KIA,100,763,20,90,47
93,KIA,100,868,272,52,24
93,ANZ,100,893,21,107,42
93,ANZ,100,1025,24,110,44
93,ROLEX,100,1057,84,24,18
93,FLY_EMIRATES,100,1166,32,75,43
93,KIA,100,1197,186,23,28
93,KIA,100,1228,207,21,28
93,KIA,97,1260,232,19,26
94,KIA,100,20,224,20,29
94,KIA,100,76,180,21,28
94,JACOBS_CREEK,100,184,22,93,47
94,IBM,100,217,107,43,20
94,FLY_EMIRATES,100,301,24,91,38
94,KIA,100,353,270,49,24
94,KIA,100,419,22,91,44
94,MELBOURNE,100,475,626,319,33
94,KIA,100,534,22,89,46
94,KIA,100,649,21,87,45
94,KIA,100,763,20,89,47
94,KIA,100,868,272,53,24
94,ANZ,100,892,22,108,41
94,ANZ,100,1024,24,111,44
94,ROLEX,100,1057,84,24,17
94,FLY_EMIRATES,100,1166,32,74,43
94,KIA,100,1197,186,23,28
94,KIA,100,1228,207,20,28
94,KIA,97,1260,232,19,26
95,KIA,100,20,224,20,29
95,KIA,100,77,180,20,28
95,JACOBS_CREEK,100,184,22,93,47
95,IBM,100,217,107,43,20
95,FLY_EMIRATES,100,301,24,90,38
95,KIA,100,353,270,49,24
95,KIA,100,419,23,90,44
95,MELBOURNE,100,476,626,310,32
95,KIA,100,534,22,88,46
95,KIA,100,649,22,87,45
95,KIA,100,763,21,89,46
95,KIA,100,868,272,53,24
95,ANZ,100,893,22,108,41
95,ANZ,100,1025,24,110,44
95,ROLEX,100,1057,84,24,18
95,FLY_EMIRATES,100,1166,32,74,43
95,KIA,100,1197,186,22,28
95,KIA,100,1228,207,21,28
95,KIA,97,1260,232,19,26
96,KIA,100,20,224,20,29
96,KIA,100,76,180,21,28
96,JACOBS_CREEK,100,184,22,93,47
96,IBM,100,217,107,43,20
96,FLY_EMIRATES,100,301,24,90,38
96,KIA,100,353,270,49,24
96,KIA,100,419,22,91,44
96,MELBOURNE,100,478,625,306,34
96,KIA,100,534,22,89,46
96,KIA,100,650,21,87,45
96,KIA,100,763,20,90,47
96,KIA,100,868,272,52,24
96,ANZ,100,892,22,110,42
96,ANZ,100,1025,24,110,44
96,ROLEX,100,1057,84,24,17
96,FLY_EMIRATES,100,1166,32,74,43
96,KIA,100,1197,186,23,28
96,KIA,100,1228,207,20,28
96,KIA,97,1260,232,19,26
97,KIA,100,20,224,20,29
97,KIA,100,77,180,21,28
97,JACOBS_CREEK,100,184,22,93,47
97,IBM,100,217,107,43,20
97,FLY_EMIRATES,100,301,24,90,38
97,KIA,100,353,270,49,24
97,KIA,100,419,22,91,44
97,MELBOURNE,100,478,625,318,32
97,KIA,100,534,22,89,46
97,KIA,100,649,21,87,45
97,KIA,100,763,20,90,47
97,KIA,100,868,272,53,24
97,ANZ,100,892,22,109,41
97,ANZ,100,1024,24,111,43
97,ROLEX,100,1057,84,24,18
97,FLY_EMIRATES,100,1165,32,74,43
97,KIA,100,1197,186,23,29
97,KIA,100,1228,207,20,28
97,KIA,97,1260,232,19,27
98,JACOBS_CREEK,100,19,397,322,60
98,JACOBS_CREEK,100,107,32,283,131
98,JACOBS_CREEK,99,416,398,285,40
98,JACOBS_CREEK,100,583,44,273,125
98,IBM,100,898,400,158,76
98,JACOBS_CREEK,100,1062,27,207,135
99,KIA,100,20,224,20,29
99,KIA,100,77,180,21,28
99,JACOBS_CREEK,100,184,22,93,47
99,IBM,100,217,107,43,20
99,FLY_EMIRATES,100,301,24,90,38
99,KIA,100,353,270,49,24
99,KIA,100,419,22,91,44
99,MELBOURNE,100,475,626,317,33
99,KIA,100,534,22,88,46
99,KIA,100,649,21,87,45
99,KIA,100,763,21,89,47
99,KIA,100,868,272,53,24
99,ANZ,100,892,22,108,41
99,ANZ,100,1025,24,110,44
99,ROLEX,100,1057,84,24,17
99,FLY_EMIRATES,100,1166,32,74,43
99,KIA,100,1197,186,22,28
99,KIA,100,1228,207,21,28
99,KIA,97,1260,232,19,27
100,KIA,100,20,224,20,28
100,KIA,100,77,180,20,27
100,JACOBS_CREEK,100,184,22,93,47
100,IBM,100,217,107,43,20
100,FLY_EMIRATES,100,301,24,90,38
100,KIA,100,353,270,50,24
100,KIA,100,419,23,90,44
100,MELBOURNE,100,481,625,304,34
100,KIA,100,534,22,88,46
100,KIA,100,649,21,87,45
100,KIA,100,763,21,89,47
100,KIA,100,868,272,52,24
100,ANZ,100,892,22,109,41
100,ANZ,100,1025,24,110,43
100,ROLEX,100,1057,84,24,18
100,FLY_EMIRATES,99,1166,32,75,43
100,KIA,100,1197,186,22,28
100,KIA,100,1228,207,21,28
100,KIA,97,1260,232,19,26
101,KIA,100,20,224,20,28
101,KIA,100,77,180,20,27
101,JACOBS_CREEK,100,184,22,92,46
101,IBM,100,217,107,43,20
101,FLY_EMIRATES,100,301,24,90,38
101,KIA,100,353,270,50,24
101,KIA,100,419,23,90,44
101,MELBOURNE,100,478,625,308,35
101,KIA,100,534,22,88,46
101,KIA,100,650,21,87,45
101,KIA,100,763,20,90,46
101,KIA,100,868,272,52,24
101,ANZ,100,892,22,109,41
101,ANZ,100,1025,24,109,43
101,ROLEX,100,1057,84,24,17
101,FLY_EMIRATES,100,1165,32,74,43
101,KIA,100,1197,186,22,29
101,KIA,100,1228,207,21,29
101,KIA,97,1261,232,19,27
102,FLY_EMIRATES,99,576,388,200,86
102,MASTER_CARD,100,695,115,367,67
102,KIA,100,983,388,182,91
103,FLY_EMIRATES,97,517,398,187,74
103,MASTER_CARD,99,613,131,385,52
103,KIA,100,900,388,192,92
104,FLY_EMIRATES,100,519,401,193,81
104,MASTER_CARD,100,639,140,356,49
104,KIA,99,922,399,169,85
105,ANZ,56,5,388,91,74
105,MASTER_CARD,100,724,142,360,48
105,KIA,100,998,404,183,85
106,ANZ,99,-1,387,182,83
106,FLY_EMIRATES,96,674,406,240,86
106,MASTER_CARD,100,834,144,358,42
106,KIA,99,1100,403,182,97
107,NIKE,99,626,141,51,30
107,NIKE,99,778,479,51,30
108,NIKE,100,566,206,68,27
108,NIKE,100,742,542,67,37
109,KIA,100,20,224,20,28
109,KIA,100,76,180,21,28
109,JACOBS_CREEK,100,184,21,93,47
109,IBM,100,217,106,42,20
109,FLY_EMIRATES,100,300,24,91,38
109,KIA,100,353,270,49,24
109,KIA,100,419,22,92,44
109,MELBOURNE,100,474,626,318,33
109,KIA,100,534,22,89,46
109,KIA,100,649,21,88,46
109,KIA,100,763,21,89,47
109,KIA,100,868,272,52,24
109,ANZ,100,894,22,106,41
109,ANZ,100,1025,24,110,44
109,ROLEX,100,1057,84,24,18
109,FLY_EMIRATES,100,1165,32,75,42
109,KIA,100,1198,187,21,27
109,KIA,100,1228,207,20,28
109,KIA,96,1260,232,19,26
110,NIKE,98,758,204,95,37
110,ROLEX,56,1024,24,20,17
111,NIKE,60,741,203,61,35
111,NIKE,99,836,510,77,36
112,NIKE,90,559,558,56,24
112,NIKE,100,582,114,71,36
113,NIKE,100,521,124,73,37
113,NIKE,100,524,562,70,31
114,NIKE,100,604,576,75,33
114,NIKE,100,672,138,81,36
115,NIKE,100,624,563,73,27
115,NIKE,100,715,72,74,31
116,NIKE,99,669,627,75,31
116,NIKE,99,734,78,63,32
117,NIKE,99,740,597,67,36
117,NIKE,99,776,54,64,35
118,NIKE,100,742,558,71,30
118,NIKE,99,782,39,71,32
119,NIKE,98,676,109,59,31
119,NIKE,100,693,603,66,28
120,KIA,100,20,224,20,28
120,KIA,100,77,180,20,27
120,JACOBS_CREEK,100,184,22,93,47
120,IBM,100,217,107,43,20
120,FLY_EMIRATES,100,301,24,90,38
120,KIA,100,353,270,50,24
120,KIA,100,419,23,90,44
120,MELBOURNE,100,481,625,304,34
120,KIA,100,534,22,88,46
120,KIA,100,649,21,87,45
120,KIA,100,763,21,89,47
120,KIA,100,868,272,52,24
120,ANZ,100,892,22,109,41
120,ANZ,100,1025,24,110,43
120,ROLEX,100,1057,84,24,18
120,FLY_EMIRATES,99,1166,32,75,43
120,KIA,100,1197,186,22,28
120,KIA,100,1228,207,21,28
120,KIA,97,1260,232,19,26
121,NIKE,98,593,116,73,40
121,NIKE,100,610,528,64,31
123,KIA,87,-1,427,46,29
123,JACOBS_CREEK,100,3,370,81,47
123,FLY_EMIRATES,100,102,378,86,38
123,KIA,100,214,372,89,45
123,KIA,100,322,372,89,45
123,KIA,100,434,375,80,42
123,KIA,100,536,375,88,39
123,KIA,100,615,428,54,29
123,ANZ,100,657,379,95,37
124,KIA,90,17,424,65,31
124,JACOBS_CREEK,100,31,370,84,47
124,FLY_EMIRATES,100,133,378,87,37
124,KIA,100,246,372,84,46
124,KIA,100,350,372,85,46
124,KIA,100,460,376,78,39
124,KIA,100,565,375,76,36
124,KIA,100,634,427,57,28
124,ANZ,100,675,380,98,36
124,MASTER_CARD,100,1083,365,51,22
124,MASTER_CARD,97,1172,357,58,20
125,JACOBS_CREEK,98,-1,370,52,39
125,MELBOURNE,100,17,543,419,28
125,KIA,97,68,421,59,27
125,JACOBS_CREEK,100,80,366,84,46
125,FLY_EMIRATES,100,181,374,83,38
125,KIA,100,290,371,77,38
125,KIA,100,392,370,76,42
125,KIA,100,495,372,77,38
125,KIA,100,597,371,76,38
125,KIA,99,666,421,54,29
125,ANZ,100,703,376,100,35
125,FLY_EMIRATES,100,936,372,70,34
125,MASTER_CARD,98,1102,362,50,20
125,MASTER_CARD,98,1194,352,59,20
126,JACOBS_CREEK,99,-4,365,72,40
126,MELBOURNE,100,16,534,416,29
126,KIA,99,85,413,56,30
126,JACOBS_CREEK,100,98,361,82,43
126,FLY_EMIRATES,100,193,370,88,36
126,KIA,100,303,366,78,37
126,KIA,100,404,367,80,39
126,KIA,100,509,368,76,37
126,KIA,100,605,365,85,39
126,FLY_EMIRATES,100,948,366,73,36
126,MASTER_CARD,100,1118,358,49,20
126,MASTER_CARD,99,1208,347,58,20
127,JACOBS_CREEK,98,-4,365,73,41
127,MELBOURNE,100,22,534,406,27
127,KIA,100,88,413,56,32
127,JACOBS_CREEK,100,99,361,81,44
127,FLY_EMIRATES,100,196,370,85,36
127,KIA,100,304,366,79,37
127,KIA,100,405,366,80,40
127,KIA,100,611,366,79,36
127,KIA,100,682,416,51,27
127,ANZ,100,719,371,101,35
127,FLY_EMIRATES,100,950,367,72,34
127,MASTER_CARD,98,1118,357,53,21
127,MASTER_CARD,99,1208,348,59,20
128,JACOBS_CREEK,97,-4,365,73,40
128,MELBOURNE,100,29,531,402,28
128,KIA,100,87,413,56,32
128,JACOBS_CREEK,100,98,361,82,44
128,FLY_EMIRATES,100,193,370,90,35
128,KIA,100,402,366,88,39
128,KIA,100,611,367,77,35
128,KIA,100,683,416,50,27
128,ANZ,100,719,371,100,35
128,FLY_EMIRATES,100,950,367,73,35
128,MASTER_CARD,98,1117,357,58,20
128,MASTER_CARD,99,1208,348,60,19
129,JACOBS_CREEK,100,16,362,76,42
129,MELBOURNE,100,27,542,403,17
129,KIA,89,109,413,56,31
129,FLY_EMIRATES,100,219,369,83,33
129,KIA,100,322,366,77,38
129,KIA,100,420,366,79,40
129,KIA,100,621,366,78,36
129,KIA,100,691,415,49,27
129,ANZ,100,725,369,97,35
129,FLY_EMIRATES,100,952,366,71,35
129,MASTER_CARD,99,1118,357,53,19
129,MASTER_CARD,99,1208,347,58,20
130,MELBOURNE,100,21,534,426,18
130,FLY_EMIRATES,100,279,366,76,32
130,KIA,100,461,359,84,47
130,KIA,100,565,365,70,36
130,KIA,100,657,364,75,34
130,KIA,100,724,411,50,26
130,ANZ,100,760,369,91,32
130,FLY_EMIRATES,100,975,364,70,33
130,MASTER_CARD,100,1135,355,47,19
130,MASTER_CARD,99,1214,346,60,19
131,NIKE,60,741,203,61,35
131,NIKE,99,836,510,77,36
132,MELBOURNE,100,48,514,477,26
132,JACOBS_CREEK,97,145,359,76,42
132,FLY_EMIRATES,99,333,369,72,24
132,KIA,100,431,363,67,34
132,KIA,100,518,363,67,36
132,KIA,100,607,363,69,34
132,KIA,100,700,363,67,31
132,KIA,100,763,407,45,23
132,ANZ,100,796,365,86,31
132,FLY_EMIRATES,100,1002,362,69,33
132,MASTER_CARD,99,1151,351,54,20
132,MASTER_CARD,80,1232,345,44,15
133,MELBOURNE,100,33,514,513,25
133,KIA,26,73,26,69,32
133,JACOBS_CREEK,97,150,359,73,42
133,KIA,100,432,363,66,34
133,KIA,100,519,363,64,36
133,KIA,99,608,367,67,33
133,KIA,100,700,363,66,30
133,KIA,99,764,406,44,23
133,ANZ,100,798,364,85,32
133,FLY_EMIRATES,100,1006,362,66,33
133,MASTER_CARD,37,1151,352,53,17
133,NIKE,26,1151,352,53,17
134,MELBOURNE,100,24,514,539,25
134,JACOBS_CREEK,94,145,358,77,44
134,KIA,100,433,363,65,34
134,KIA,100,520,363,65,35
134,KIA,100,607,365,68,34
134,KIA,100,702,364,65,29
134,KIA,100,764,406,44,23
134,ANZ,100,798,365,85,32
134,FLY_EMIRATES,100,1004,361,69,33
134,MASTER_CARD,97,1151,351,55,20
134,MASTER_CARD,38,1232,345,44,16
135,MELBOURNE,100,9,515,568,22
135,JACOBS_CREEK,95,144,359,78,43
135,KIA,100,433,364,66,33
135,KIA,100,520,364,66,35
135,KIA,100,608,366,67,35
135,KIA,100,702,364,65,29
135,KIA,100,764,407,43,23
135,ANZ,100,798,366,85,32
135,FLY_EMIRATES,100,1005,361,69,33
135,MASTER_CARD,99,1152,351,52,21
135,MASTER_CARD,29,1232,345,45,16
136,MELBOURNE,100,26,512,512,23
136,JACOBS_CREEK,97,145,359,78,43
136,KIA,100,433,365,65,32
136,KIA,100,519,365,66,35
136,KIA,100,609,365,66,33
136,KIA,100,702,364,65,29
136,KIA,100,764,406,43,23
136,ANZ,100,799,366,84,32
136,FLY_EMIRATES,100,1005,361,70,34
136,MASTER_CARD,99,1151,351,53,21
137,MELBOURNE,100,28,511,522,23
137,JACOBS_CREEK,97,149,358,76,44
137,KIA,100,437,363,63,34
137,KIA,100,523,363,67,35
137,KIA,100,612,365,64,34
137,KIA,100,703,364,67,29
137,KIA,100,768,407,43,22
137,ANZ,100,801,367,85,28
137,FLY_EMIRATES,100,1007,361,70,34
137,MASTER_CARD,95,1156,350,51,22
138,MELBOURNE,100,19,511,577,22
138,JACOBS_CREEK,96,166,358,75,44
138,KIA,100,448,363,63,34
138,KIA,100,536,363,66,35
138,KIA,100,627,365,64,35
138,KIA,100,714,364,67,28
138,KIA,100,781,406,43,24
138,ANZ,100,815,366,83,30
138,FLY_EMIRATES,100,1018,360,72,34
138,MASTER_CARD,87,1167,349,55,22
139,MELBOURNE,99,35,509,580,23
139,JACOBS_CREEK,87,184,355,76,50
139,KIA,100,468,362,65,35
139,KIA,100,554,362,68,36
139,KIA,100,646,362,67,36
139,KIA,100,737,361,65,31
139,KIA,99,802,405,41,22
139,ANZ,100,833,364,84,33
139,FLY_EMIRATES,100,1041,360,73,33
139,MASTER_CARD,98,1194,347,56,23
146,MELBOURNE,99,898,430,125,207
147,MELBOURNE,98,636,424,114,215
148,KIA,100,286,32,73,41
148,KIA,100,452,43,79,47
148,MELBOURNE,100,489,433,126,211
148,JACOBS_CREEK,100,815,81,148,36
148,JACOBS_CREEK,100,993,88,144,38
148,IBM,79,1194,130,43,59
149,KIA,100,62,42,75,32
149,KIA,100,235,49,73,41
149,KIA,100,408,64,72,41
149,MELBOURNE,100,445,452,115,207
149,JACOBS_CREEK,100,766,92,151,36
149,JACOBS_CREEK,100,948,103,138,39
149,IBM,94,1144,147,39,56
150,KIA,100,66,50,74,38
150,KIA,100,235,60,75,43
150,KIA,100,410,75,75,42
150,MELBOURNE,100,449,464,114,203
150,JACOBS_CREEK,100,773,107,143,36
150,JACOBS_CREEK,100,946,115,140,38
150,IBM,99,1146,161,38,52
151,KIA,100,74,53,69,37
151,KIA,100,241,63,75,41
151,KIA,100,417,76,73,42
151,MELBOURNE,99,460,465,107,204
151,JACOBS_CREEK,100,779,108,146,37
151,JACOBS_CREEK,100,954,117,139,40
151,IBM,97,1152,162,40,52
152,KIA,100,87,51,69,37
152,KIA,100,248,60,83,46
152,KIA,100,430,76,72,42
152,MELBOURNE,100,473,462,100,210
152,JACOBS_CREEK,100,788,108,150,38
152,JACOBS_CREEK,100,963,118,143,38
152,IBM,94,1166,163,40,52
153,MELBOURNE,100,33,514,513,25
153,KIA,26,73,26,69,32
153,JACOBS_CREEK,97,150,359,73,42
153,KIA,100,432,363,66,34
153,KIA,100,519,363,64,36
153,KIA,99,608,367,67,33
153,KIA,100,700,363,66,30
153,KIA,99,764,406,44,23
153,ANZ,100,798,364,85,32
153,FLY_EMIRATES,100,1006,362,66,33
153,MASTER_CARD,37,1151,352,53,17
153,NIKE,26,1151,352,53,17
154,KIA,100,109,47,68,39
154,KIA,100,274,61,74,42
154,KIA,100,450,75,72,42
154,MELBOURNE,98,499,464,89,206
154,JACOBS_CREEK,100,810,109,143,36
154,JACOBS_CREEK,100,995,119,137,33
154,IBM,95,1185,162,41,54
155,ROLEX,100,435,327,184,121
155,FLY_EMIRATES,44,915,-18,343,258
155,ANZ,99,1017,532,258,112
155,KIA,74,1089,125,20,27
156,ANZ,91,30,-35,526,285
156,ROLEX,100,365,337,195,120
156,FLY_EMIRATES,89,849,-9,410,257
156,ANZ,100,942,519,333,129
157,ANZ,80,79,-23,438,259
157,FLY_EMIRATES,40,79,-23,438,259
157,ROLEX,100,294,353,172,114
157,FLY_EMIRATES,88,766,-11,498,268
157,ANZ,100,868,525,322,134
